ホテル情報＝○　注釈＝×,宿泊情報,宿泊名,学校から,部屋人数,バス・トイレ,テレビ,冷蔵庫,洗濯機,乾燥機,ネット環境,コンビニまで,朝食場所,昼食場所,夕食場所
〇,"レギュラー・ツイン 
シングル ",専用宿舎（男）,徒歩1分,"1・2名 
3～6名",共用,〇,共用,無料,無料,ー,自転車7分,近隣,近隣,近隣
〇,"ホテルシングル 
ホテルツイン",ホテルスター らんど（男・女）,徒歩3分,1・2名 ,"〇
(大浴場有)",〇,ー,無料,ー,Wi-Fi,徒歩12分,宿舎,近隣,近隣
×,※満室時には他の宿舎をご利用いただく場合がございます。（途中移動を含む）,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
