料金表ヘッダーテキスト。,"MT車：税込16,200円UP
自動二輪免許所持：税込16,200円割引",
料金表フッターテキスト。, （※）男性シングルの宿舎指定はできません。 ,
うれしい特典テキスト。,"リゾート地「那須高原」へご招待
那須でショッピングや温泉、ランチバイキング、益子焼体験など楽しい企画にご招待！
（5/3～7/19・9/29～11/22入校のご希望の方）
しゃぶしゃぶ＆餃子食べ放題♪（無料・期間中1回）",
宿泊プラン,"レギュラー（男性）
【岡本台ハイツ】","シングル（※1）
【エスト岡本】
【エスト上戸祭】 "
"4/1～7/18
9/14～11/30",220000,240000
7/19～7/25,230000,255000
9/1～9/13,245000,270000
"7/26～8/7
8/16～8/31",267000,292000
8/8～8/15,288000,313000
