料金表ヘッダーテキスト。,"MT車：税込16,200円UP
自動二輪免許所持：税込21,000円引",,,
料金表フッターテキスト。,"保証のつかない「チャレンジコース（全項目規定分まで保証）」は上記教習料金の税込10,888円引",,,
うれしい特典テキスト。,,,,
宿泊プラン,ホテルツインA,ホテルシングルA,ホテルツインB,ホテルシングルB
"4/1～7/25
9/11～11/30",232000,235000,256000,256000
7/26～7/31,257000,260000,281000,281000
8/25～9/10,272000,275000,296000,296000
8/1～8/24,292000,295000,316000,316000
