leadtext,"１人でも安心！
楽しい思い出になる事まちがいなし！",,,,,
説明文テキスト,"『親しみやすい指導員さんだった☆』『さみしい～帰りたくない！』と満足コメントがダントツに多い学校です！
宿泊は全て駅前のホテルだから便利で快適！普通二輪の教習も大人気！
普通車と同時取得（普通MT+普通二輪MT科）の場合は最短２２日間！！",,,,,
高速教習,実車走行,,,,,
AT,14,,,,,
MT,16,,,,,
郵便番号と住所,690-0017 島根県松江市西津田5丁目23-23,,,,,
,"Wi-fi：あり
レンタサイクル：あり
郵便局：徒歩10分
コンビニ：自転車3分
銀行：島根銀行　車5分
駅：JR松江駅　車5分",,,,,
,コース,受付,女性専用待合室,コミックコーナー,レンタサイクル,自販機
,分からないときは何でも相談だね,バック怖いなぁ～,空き時間も楽しむぞ～,ご飯を食べて午後からも頑張るぞ～,バイク運転緊張するなぁ,きめ細かな指導
