ホテル情報＝○　注釈＝×,宿泊情報,宿泊名,学校から,部屋人数,バス・トイレ,テレビ,冷蔵庫,洗濯機,乾燥機,ネット環境,コンビニまで,朝食場所,昼食場所,夕食場所
〇,"レギュラー
(個人シェアルーム)
自炊プラン",パークアベニュー江迎(男・女),敷地内,1～3名,〇,〇,〇,無料,浴室温風乾燥機,Wi-Fi,徒歩3分,宿舎,宿舎,宿舎
〇,ホテルシングル,富士屋ホテル(男・女),徒歩5分,1名,〇,〇,〇,無料,×,Wi-Fi,徒歩1分,宿舎,宿舎,宿舎
×,"※満室時には他の宿舎をご利用いただく場合がございます。(途中移動を含む)
※休校日は食事のご用意がございません。",,,,,,,,,,,,,
